DATE,ABC,BCD,CDE,DEF,EFG,FGH,GHI,HIJ,IJK,JKL
3/31/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
4/30/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
5/31/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
6/30/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
7/31/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
8/31/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
9/30/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
10/31/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
11/30/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
12/31/14,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
1/31/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
2/28/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
3/31/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
4/30/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
5/31/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
6/30/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
7/31/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
8/31/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
9/30/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
10/31/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
11/30/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
12/31/15,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
1/31/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
2/29/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
3/31/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
4/30/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
5/31/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
6/30/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
7/31/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
8/31/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
9/30/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
10/31/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
11/30/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
12/31/16,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
1/31/17,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
2/28/17,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
3/31/17,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
4/30/17,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
5/31/17,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
6/30/17,5134311900,595578396,594933617,1510311963,1044571099,3972301917,689823871,168295179,925791388,3469725411
